decimalLatitude,decimalLongitude
35.381667,139.718333
44.61,33.56
35.561667,140.076667
35.31504722,129.2623361
46.39333333,31.72416667
35.608333,139.898333
44.62,33.51
35.9099998474,126.480003357
35.399167,139.869444
35.537222,140.0225
44.61,33.56
45.66666667,31.25055556
37.0999984741,126.300003052
35.399167,139.869444
43.4183333333333,32.8731833333333
35.485,139.91
46.35965,31.1054666666667
42.1,40.3333333333333
44.62,33.51
35.537222,140.0225
46.22194444,31.66694444
46.59593,31.08635
44.235,28.7061
44.1216333333333,31.5631666666667
44.62,33.51
44.61,33.56
35.480833,139.820556
45.50698,30.50377
46.55297222,30.76919444
45.50646667,30.50476667
43.36748333,31.83323333
35.561667,140.076667
34.74693611,127.6656028
37.0999984741,126.300003052
46.62722222,31.17377778
44.61,33.56
44.61,33.56
37.4000015259,126.5
35.604167,139.966111
43.3998333333333,31.81945
35.537222,140.0225
41.78355,41.2196166666667
44.4667,28.9
35.601667,140.064167
43.7989,28.6278
35.601667,140.064167
46.4835333333333,31.8255
35.535,139.818611
35.399167,139.869444
42.23565,39.88095
35.485,139.91
41.9331166666667,40.8367166666667
45.83267,31.01025
45.5064,30.50402
35.608333,139.898333
35.485,139.91
35.537222,140.0225
42.1,40.3333333333333
44.62,33.51
34.74689167,127.6655694
37.0999984741,126.300003052
35.601667,140.064167
35.485,139.91
35.399167,139.869444
35.480833,139.820556
43.36748333,31.83323333
35.39163611,129.3424778
35.399167,139.869444
35.549167,139.854722
35.399167,139.869444
35.537222,140.0225
44.62,33.51
35.643889,139.993333
41.78411667,41.21356667
46.53635,30.77958
35.549167,139.854722
35.551111,139.908889
37.6166666667,-122.1333333333
35.537222,140.0225
44.2162333333333,31.3041333333333
35.306111,139.714444
32.69318,-117.23064
44.61,33.56
45.2158833333333,31.235
35.549167,139.854722
35.551111,139.908889
43.7989,28.6278
43.4183333333333,32.8731833333333
37.5,126.599998474
35.643889,139.993333
44.62,33.45
46.55297222,30.76919444
34.74706944,127.6657028
45.50142,30.49685
45.29861111,29.77388889
35.485,139.91
35.485,139.91
35.601667,140.064167
35.472222,139.789722
44.85,31.3333333333333
32.64374,-117.12357
44.62,33.51
35.399167,139.869444
35.443611,139.773333
34.74666944,127.6654028
45.25333333,30.21055556
43.4183333333333,32.8731833333333
43.4166666666667,32.8666666666667
45.2158833333333,31.235
35.643889,139.993333
43.4183333333333,32.8731833333333
35.485,139.91
35.604167,139.966111
44.61,33.56
44.62,33.51
35.601667,140.064167
35.601667,140.064167
44.1,31.5666666666667
35.537222,140.0225
35.241667,139.833333
35.399167,139.869444
44.61,33.56
37.7233314514,-127.258331299
45.66666667,31.25055556
35.472222,139.789722
37.4000015259,126.599998474
35.601667,140.064167
35.551111,139.908889
35.643889,139.993333
35.551111,139.908889
45.66683,31.24977
35.608333,139.898333
44.62,33.45
45.25333333,30.21055556
46.3333333333333,31.00205
42.0172,40.57865
46.45172222,30.76927778
35.480833,139.820556
46.4275,30.76833333
46.06361111,30.47027778
45.66667,31.25065
45.66683,31.24977
45.98988333,30.71111667
44.62,33.45
35.480833,139.820556
35.608333,139.898333
44.62,33.51
35.643889,139.993333
